clientIp, serverIp, query_id, initial_time, query_name, query_rtype, nb_repeats, last_repeat_time, nb_response, first_response_time, cname_count, cname, query_length, response_length, a_val, response_time, repeat_time
192.168.1.102,8.8.8.8,24401,215768075,www.bing.com,A,1,215768075,1,215845436,2,a-0001.a-msedge.net,72,164,204.79.197.200, 77361, 0
192.168.1.102,8.8.8.8,56905,1390675108,nginx-varnish-1820295932.us-east-1.elb.amazonaws.com,AAAA,1,1390675108,1,1390734333,0,,112,194,, 59225, 0
192.168.1.102,8.8.8.8,48354,1324525533,plugin.mediavoice.com,A,2,1324618638,2,1324645667,2,e10615.g.akamaiedge.net,81,178,23.48.158.175, 120134, 93105
192.168.1.102,8.8.8.8,36348,751885918,e4041.g.akamaiedge.net,AAAA,1,751885918,1,751963306,0,,82,143,, 77388, 0
192.168.1.102,8.8.8.8,63921,1132159570,ekurd.net,A,2,1132243981,2,1132273219,0,,69,85,192.124.249.9, 113649, 84411
192.168.1.102,8.8.8.8,31428,1132499804,www.wral.com,A,2,1132587617,2,1132606203,0,,72,200,52.84.21.72, 106399, 87813
192.168.1.102,8.8.8.8,52240,1584248204,a516.g.akamai.net,A,2,1584341114,2,1584393675,0,,77,109,172.56.140.82, 145471, 92910
192.168.1.102,8.8.8.8,29235,1452640713,sa.bbc.co.uk,A,1,1452640713,1,1452693354,1,bbc01.sitestat.com,72,152,77.72.112.213, 52641, 0
192.168.1.102,8.8.8.8,35871,1584394313,a516.g.akamai.net,AAAA,1,1584394313,1,1584468893,0,,77,138,, 74580, 0
192.168.1.102,8.8.8.8,47348,1248906752,c.jsrdn.com,A,2,1248999316,2,1249374154,0,,71,103,54.214.34.202, 467402, 92564
192.168.1.102,8.8.8.8,21452,395910441,c.go-mpulse.net.cdn.cloudflare.net,A,1,395910441,1,395962295,0,,94,174,104.16.127.228, 51854, 0
192.168.1.102,8.8.8.8,40467,346563283,s3-1.amazonaws.com,A,1,346563283,1,346639277,0,,78,94,52.216.227.139, 75994, 0
192.168.1.102,8.8.8.8,51112,1337381529,15130-presscdn-0-89.pagely.netdna-cdn.com,AAAA,1,1337381529,1,1337463462,0,,101,178,, 81933, 0
192.168.1.102,8.8.8.8,24496,849485585,sp1.convertro.com,A,1,849485585,1,849543749,0,,77,205,52.71.39.63, 58164, 0
192.168.1.102,8.8.8.8,12271,480891299,d2tpbry8f62bv9.cloudfront.net,AAAA,1,480891299,1,480960439,0,,89,170,, 69140, 0
192.168.1.102,8.8.8.8,23382,1255843773,vip-lb.wordpress.com,A,1,1255843773,1,1255922867,0,,80,112,192.0.79.33, 79094, 0
192.168.1.102,8.8.8.8,6020,1255923806,vip-lb.wordpress.com,AAAA,1,1255923806,1,1255983781,0,,80,133,, 59975, 0
192.168.1.102,8.8.8.8,37468,1321870283,vip-lb.wordpress.com,A,1,1321870283,1,1321946398,0,,80,112,192.0.79.32, 76115, 0
192.168.1.102,8.8.8.8,63868,1321946981,vip-lb.wordpress.com,AAAA,1,1321946981,1,1322035558,0,,80,133,, 88577, 0
192.168.1.102,8.8.8.8,58653,1040128866,static.reuters.com,A,1,1040128866,1,1040220485,1,static.reutersmedia.net,78,243,52.84.21.123, 91619, 0
192.168.1.102,8.8.8.8,33230,1397076075,cs491.wac.edgecastcdn.net,A,2,1397169074,2,1397177004,0,,85,101,192.229.163.25, 100929, 92999
192.168.1.102,8.8.8.8,25067,356985202,f.ssl.fastly.net,AAAA,1,356985202,1,357043166,0,,76,137,, 57964, 0
192.168.1.102,8.8.8.8,11312,0,such,UNEXPECTED,0,0,1,754844279,0,,0,146,, 754844279, 0
192.168.1.102,8.8.8.8,2392,1132274718,ekurd.net,A,2,1132353288,2,1132358232,0,,69,85,192.124.249.9, 83514, 78570
192.168.1.102,8.8.8.8,30363,698871246,la1ere.francetvinfo.fr,A,2,698964246,2,699024977,3,a416.w3.akamai.net,82,227,172.56.140.82, 153731, 93000
192.168.1.102,8.8.8.8,52947,1337312945,a485.b.akamai.net,A,1,1337312945,1,1337395725,0,,77,109,165.254.58.67, 82780, 0
192.168.1.102,8.8.8.8,55273,1580288682,a1702.w7.akamai.net,AAAA,1,1580288682,1,1580368013,0,,79,141,, 79331, 0
192.168.1.102,8.8.8.8,57007,1110027916,static.reutersmedia.net,AAAA,1,1110027916,1,1110079227,0,,83,164,, 51311, 0
192.168.1.102,8.8.8.8,4969,399082741,www.cbsinteractive.com,AAAA,1,399082741,1,399145239,0,,82,150,, 62498, 0
192.168.1.102,8.8.8.8,23730,319108158,www.wsj.com,A,2,319233858,2,319291490,1,d1ovj3n8pftarl.cloudfront.net,71,242,52.84.21.232, 183332, 125700
192.168.1.102,8.8.8.8,14078,216397057,nodecollectorext-1054271745.us-east-1.elb.amazonaws.com,A,1,216397057,1,216467000,0,,115,163,34.197.153.173, 69943, 0
192.168.1.102,8.8.8.8,62735,397482627,e9707.dscg.akamaiedge.net,AAAA,1,397482627,1,397581421,0,,85,141,2600:1409:a:3a3::25eb, 98794, 0
192.168.1.102,8.8.8.8,46834,1529672722,nodecollectorext-1054271745.us-east-1.elb.amazonaws.com,A,1,1529672722,1,1529750273,0,,115,163,52.204.126.112, 77551, 0
192.168.1.102,8.8.8.8,49558,211687624,www.npr.org,A,2,211845776,2,211861771,2,e4539.g.akamaiedge.net,71,162,23.198.107.76, 174147, 158152
192.168.1.102,8.8.8.8,23031,1020180707,e4891.dscb.akamaiedge.net,A,2,1020273361,2,1020314911,0,,85,101,23.200.219.168, 134204, 92654
192.168.1.102,8.8.8.8,8740,1578410455,sa-only.outbrain.com,A,1,1578410455,1,1578476988,0,,80,112,192.82.210.130, 66533, 0
192.168.1.102,8.8.8.8,13809,1013828668,www.huffingtonpost.com,A,1,1013828668,1,1013916283,3,gp1.adn.v2cdn.net,82,212,72.21.92.20, 87615, 0
192.168.1.102,8.8.8.8,47822,1578477621,sa-only.outbrain.com,AAAA,1,1578477621,1,1578531063,0,,80,138,, 53442, 0
192.168.1.102,8.8.8.8,15643,812883634,press.economist.com,AAAA,1,812883634,1,812976734,0,,79,153,, 93100, 0
192.168.1.102,8.8.8.8,31495,1132359460,ekurd.net,AAAA,1,1132359460,1,1132446382,0,,69,133,, 86922, 0
192.168.1.102,8.8.8.8,53782,1132483471,riyadhvision.com.sa,AAAA,2,1132572066,2,1132620125,0,,79,135,, 136654, 88595
192.168.1.102,8.8.8.8,62246,1169897540,www.smartbrief.com,A,1,1169897540,1,1169986163,0,,78,94,72.32.59.21, 88623, 0
192.168.1.102,8.8.8.8,9251,1152298596,www.en.ilkha.com,A,2,1152388522,2,1152533196,0,,76,92,136.243.216.106, 234600, 89926
192.168.1.102,8.8.8.8,41022,123102096,a-0001.a-msedge.net,AAAA,1,123102096,1,123165278,0,,79,139,, 63182, 0
192.168.1.102,8.8.8.8,41000,321004265,a-0001.a-msedge.net,AAAA,1,321004265,1,321063293,0,,79,139,, 59028, 0
192.168.1.102,8.8.8.8,49372,384586780,a-0001.a-msedge.net,A,1,384586780,1,384662496,0,,79,111,204.79.197.200, 75716, 0
192.168.1.102,8.8.8.8,25301,1014249510,a-0003.a-msedge.net,AAAA,1,1014249510,1,1014319946,0,,79,139,, 70436, 0
192.168.1.102,8.8.8.8,33239,346525194,px-sef003.quantserve.com.akadns.net,AAAA,1,346525194,1,346594170,0,,95,161,, 68976, 0
192.168.1.102,8.8.8.8,9885,1021848559,www.euronews.com,A,2,1021944185,2,1022065387,2,cdn.cdn-tech.com.c.footprint.net,76,227,8.27.253.254, 216828, 95626
192.168.1.102,8.8.8.8,8898,321508793,asset.wsj.net,A,1,321508793,1,321602619,1,dsdcm9ie8sco7.cloudfront.net,73,240,52.84.21.58, 93826, 0
192.168.1.102,8.8.8.8,60164,1152537633,www.newsbud.com,A,1,1152537633,1,1152617209,1,newsbud.com,75,105,162.144.86.39, 79576, 0
192.168.1.102,8.8.8.8,28629,121748386,unid.go.com,AAAA,1,121748386,1,121806750,0,,71,126,, 58364, 0
192.168.1.102,8.8.8.8,6338,356682545,prod.k.ssl.global.fastlylb.net,A,1,356682545,1,356762183,0,,90,154,151.101.0.69, 79638, 0
192.168.1.102,8.8.8.8,58870,1228258203,www.blazingcatfur.ca,A,1,1228258203,1,1228335856,0,,80,96,192.124.249.4, 77653, 0
192.168.1.102,8.8.8.8,30343,1228337284,www.blazingcatfur.ca,A,1,1228337284,1,1228414840,0,,80,96,192.124.249.4, 77556, 0
192.168.1.102,8.8.8.8,57490,1228416134,www.blazingcatfur.ca,AAAA,1,1228416134,1,1228496166,0,,80,146,, 80032, 0
192.168.1.102,8.8.8.8,57441,1367516302,a-0001.a-msedge.net,AAAA,1,1367516302,1,1367573367,0,,79,139,, 57065, 0
192.168.1.102,8.8.8.8,54817,1257607496,www.facebook.com,A,1,1257607496,1,1257676566,1,star-mini.c10r.facebook.com,76,121,31.13.77.36, 69070, 0
192.168.1.102,8.8.8.8,26786,397302359,urs-ext-vip1.phx2.cbsig.net,A,1,397302359,1,397363260,0,,87,103,216.239.120.224, 60901, 0
192.168.1.102,8.8.8.8,21822,1336903864,livemint.com,A,1,1336903864,1,1336980218,0,,72,88,52.74.17.139, 76354, 0
192.168.1.102,8.8.8.8,55482,397364259,urs-ext-vip1.phx2.cbsig.net,AAAA,1,397364259,1,397440237,0,,87,146,, 75978, 0
192.168.1.102,8.8.8.8,32987,582837645,external-sea1-1.xx.fbcdn.net,A,1,582837645,1,582917930,1,scontent-sea1-1.xx.fbcdn.net,88,134,31.13.76.107, 80285, 0
192.168.1.102,8.8.8.8,36463,240767731,d2tpbry8f62bv9.cloudfront.net,AAAA,1,240767731,1,240825307,0,,89,170,, 57576, 0
192.168.1.102,8.8.8.8,32487,1399240089,dualstack.f2.shared.us-eu.fastly.net,A,1,1399240089,1,1399295949,0,,96,112,151.101.54.2, 55860, 0
192.168.1.102,8.8.8.8,45435,664469427,external-sea1-1.xx.fbcdn.net,A,2,664562364,2,664777073,1,scontent-sea1-1.xx.fbcdn.net,88,134,31.13.76.107, 307646, 92937
192.168.1.102,8.8.8.8,26656,222180013,give.opb.org,A,2,222336017,2,222341482,1,opb-contribute-11-lb-536926079.us-west-2.elb.amazonaws.com,72,176,54.200.78.135, 161469, 156004
192.168.1.102,8.8.8.8,60928,1390510992,www.newsweek.com,A,1,1390510992,1,1390593371,1,nginx-varnish-1820295932.us-east-1.elb.amazonaws.com,76,171,52.1.84.158, 82379, 0
192.168.1.102,8.8.8.8,64281,347144834,e607.e11.akamaiedge.net,AAAA,1,347144834,1,347215258,0,,83,146,, 70424, 0
192.168.1.102,8.8.8.8,4819,127129980,api.addthis.com,A,1,127129980,1,127195620,0,,75,91,208.49.103.222, 65640, 0
192.168.1.102,8.8.8.8,13368,1337464358,breakingfinancenews.com,A,2,1337559869,2,1337567894,0,,83,99,66.147.244.241, 103536, 95511
192.168.1.102,8.8.8.8,21715,218984667,npr.desk.com,AAAA,1,218984667,1,219072612,0,,72,148,, 87945, 0
192.168.1.102,8.8.8.8,21172,1020668261,a756.f1.akamai.net,AAAA,1,1020668261,1,1020720659,0,,78,140,, 52398, 0
192.168.1.102,8.8.8.8,55247,345547290,ad.crwdcntrl.net,A,1,345547290,1,345611475,2,bcpad1.sjc.loc.crwdcntrl.net,76,139,192.31.109.32, 64185, 0
192.168.1.102,8.8.8.8,30237,755610445,safebrowsing.google.com,A,1,755610445,1,755666142,1,sb.l.google.com,83,134,216.58.193.78, 55697, 0
192.168.1.102,8.8.8.8,61082,1020960186,en.wikipedia.org,AAAA,2,1021056159,2,1021084868,0,,76,104,2620:0:863:ed1a::1, 124682, 95973
192.168.1.102,8.8.8.8,15112,431356176,www.csmonitor.com,A,1,431356176,1,431460486,1,d3t6a4n4328shg.cloudfront.net,77,248,52.84.21.26, 104310, 0
192.168.1.102,8.8.8.8,49080,1014088269,e4569.g.akamaiedge.net,A,2,1014181740,2,1014218901,0,,82,98,23.198.173.12, 130632, 93471
192.168.1.102,8.8.8.8,30187,812924451,s100.copyright.com,A,2,813017684,2,813087536,1,s100.prd.copyright.com,78,117,12.189.148.80, 163085, 93233
192.168.1.102,8.8.8.8,63208,1239838013,nginx-varnish-1820295932.us-east-1.elb.amazonaws.com,A,1,1239838013,1,1239915705,0,,112,144,52.1.84.158, 77692, 0
192.168.1.102,8.8.8.8,60094,1397897939,ps.ibt.com,A,1,1397897939,1,1397987931,3,a-g02s02.insnw.net,70,177,192.33.31.62, 89992, 0
192.168.1.102,8.8.8.8,25048,362985137,sls.update.microsoft.com,A,1,362985137,1,363051154,1,sls.update.microsoft.com.nsatc.net,84,148,191.232.80.53, 66017, 0
192.168.1.102,8.8.8.8,38129,1040301944,pollingapi-prod-798579424.us-east-1.elb.amazonaws.com,A,1,1040301944,1,1040398571,0,,113,145,54.210.236.114, 96627, 0
192.168.1.102,8.8.8.8,39159,181938158,abcnews.gns.go.com,A,1,181938158,1,182011410,0,,78,94,68.71.209.235, 73252, 0
192.168.1.102,8.8.8.8,61361,182133334,merlin.abc.go.com,AAAA,1,182133334,1,182224383,0,,77,132,, 91049, 0
192.168.1.102,8.8.8.8,55519,793213709,ad.atdmt.com,A,1,793213709,1,793285643,2,atlas.c10r.facebook.com,72,149,31.13.77.2, 71934, 0
192.168.1.102,8.8.8.8,37788,700944952,youtube-ui.l.google.com,AAAA,2,701038704,2,701061280,0,,83,111,2607:f8b0:400a:807::200e, 116328, 93752
192.168.1.102,8.8.8.8,27463,1397119057,tag.bounceexchange.com,A,2,1397212100,2,1397235032,1,d1bb3j3myu8pmw.cloudfront.net,82,141,52.84.24.155, 115975, 93043
192.168.1.102,8.8.8.8,61359,1041960740,ru.reuters.com,A,1,1041960740,1,1042038431,1,ru.reutersmedia.net,74,139,54.76.136.18, 77691, 0
192.168.1.102,8.8.8.8,26335,1338513664,e2200.g.akamaiedge.net,A,1,1338513664,1,1338564839,0,,82,98,23.6.170.144, 51175, 0
192.168.1.102,8.8.8.8,38391,1021960316,www.bbc.co.uk,A,1,1021960316,1,1022020685,1,www.bbc.net.uk,73,131,212.58.244.66, 60369, 0
192.168.1.102,8.8.8.8,14552,1581558773,foxnewsplayer-a.akamaihd.net,A,2,1581651684,2,1581696263,2,a948.g.akamai.net,88,201,172.56.140.74, 137490, 92911
192.168.1.102,8.8.8.8,3019,1337174618,images.techtimes.com,A,2,1337267098,2,1337292659,2,gs1.wac.v23cdn.net,80,159,93.184.216.229, 118041, 92480
192.168.1.102,8.8.8.8,60302,1337602488,thelocal.fr,AAAA,2,1337695454,2,1337814974,0,,71,138,, 212486, 92966
192.168.1.102,8.8.8.8,18435,1337663576,menafn.com,AAAA,1,1337663576,1,1337724911,0,,70,124,, 61335, 0
192.168.1.102,8.8.8.8,38591,1150346468,safebrowsing.google.com,A,1,1150346468,1,1150424203,1,sb.l.google.com,83,294,172.56.146.24, 77735, 0
192.168.1.102,8.8.8.8,52820,755091820,a253.w5.akamai.net,AAAA,1,755091820,1,755167293,0,,78,140,, 75473, 0
192.168.1.102,8.8.8.8,52770,1014452518,prod.k.ssl.global.fastlylb.net,AAAA,1,1014452518,1,1014519895,0,,90,151,, 67377, 0
192.168.1.102,8.8.8.8,6266,397440955,secure.quantserve.com,A,1,397440955,1,397547275,2,px-sef003.quantserve.com.akadns.net,81,285,70.42.160.44, 106320, 0
192.168.1.102,8.8.8.8,34087,1399296526,dualstack.f2.shared.us-eu.fastly.net,AAAA,1,1399296526,1,1399364797,0,,96,124,2a04:4e42:d::514, 68271, 0
192.168.1.102,8.8.8.8,19977,127196263,api.addthis.com,A,1,127196263,1,127265763,0,,75,91,208.49.103.222, 69500, 0
192.168.1.102,8.8.8.8,63447,236645053,www.nydailynews.com,A,1,236645053,1,236706377,1,f.ssl.fastly.net,79,125,151.101.52.64, 61324, 0
192.168.1.102,8.8.8.8,25161,343385716,sg.p.xpanama.net,A,1,343385716,1,343502384,3,sg.us-west-1.p.xpanama.net,76,160,52.53.245.136, 116668, 0
192.168.1.102,8.8.8.8,6445,1042000323,jp.reutersmedia.net,A,2,1042093429,2,1042102407,0,,79,207,52.84.50.245, 102084, 93106
192.168.1.102,8.8.8.8,12791,1403454577,instagram.com,AAAA,1,1403454577,1,1403532010,0,,73,297,2406:da00:ff00::22c6:b49a, 77433, 0
192.168.1.102,8.8.8.8,45082,127266221,api.addthis.com,AAAA,1,127266221,1,127386597,0,,75,147,, 120376, 0
192.168.1.102,8.8.8.8,8593,213134021,a-0001.a-msedge.net,AAAA,1,213134021,1,213194915,0,,79,139,, 60894, 0
192.168.1.102,8.8.8.8,49572,304166433,a-0001.a-msedge.net,AAAA,1,304166433,1,304224076,0,,79,139,, 57643, 0
192.168.1.102,8.8.8.8,57640,1431362467,a-0001.a-msedge.net,AAAA,1,1431362467,1,1431420357,0,,79,139,, 57890, 0
192.168.1.102,8.8.8.8,21889,756224243,safebrowsing.cache.l.google.com,A,1,756224243,1,756306131,0,,91,283,172.56.146.32, 81888, 0
192.168.1.102,8.8.8.8,22556,1337815862,www.centralpalc.com,A,1,1337815862,1,1337892836,0,,79,95,62.149.140.198, 76974, 0
192.168.1.102,8.8.8.8,64648,1241295472,nyhetsbanken.info,AAAA,2,1241378345,2,1241555750,0,,77,138,, 260278, 82873
192.168.1.102,8.8.8.8,64628,119421419,fonts.abcnews.com,A,2,119576746,2,119677887,3,e2536.g.akamaiedge.net,77,204,23.79.45.216, 256468, 155327
192.168.1.102,8.8.8.8,55349,346941123,e5799.g.akamaiedge.net,A,1,346941123,1,347038500,0,,82,98,23.198.165.21, 97377, 0
192.168.1.102,8.8.8.8,18536,1169897542,helenair.com,A,2,1169989685,2,1170001918,0,,72,104,192.104.182.209, 104376, 92143
192.168.1.102,8.8.8.8,41336,300925155,d2tpbry8f62bv9.cloudfront.net,AAAA,1,300925155,1,300984551,0,,89,170,, 59396, 0
192.168.1.102,8.8.8.8,52872,236390707,www.medscape.com,A,2,236550604,2,236550497,1,tvgxj.x.incapdns.net,76,126,192.230.67.227, 159790, 159897
192.168.1.102,8.8.8.8,27000,446748397,computerworld.com,A,1,446748397,1,446819914,0,,77,141,151.101.64.230, 71517, 0
192.168.1.102,8.8.8.8,7988,346872837,d1z2jf7jlzjs58.cloudfront.net,AAAA,1,346872837,1,346940309,0,,89,170,, 67472, 0
192.168.1.102,8.8.8.8,7253,637294222,2-edge-chat.facebook.com,A,1,637294222,1,637348338,1,star.c10r.facebook.com,84,124,31.13.77.6, 54116, 0
192.168.1.102,8.8.8.8,511,548958715,z-m.c10r.facebook.com,A,1,548958715,1,549047301,0,,81,97,31.13.66.37, 88586, 0
192.168.1.102,8.8.8.8,26916,96414253,f.global-ssl.fastly.net,A,2,96570829,2,96588579,0,,83,147,151.101.0.64, 174326, 156576
192.168.1.102,8.8.8.8,44354,115894609,a915.g.akamai.net,AAAA,1,115894609,1,115947460,0,,77,138,, 52851, 0
192.168.1.102,8.8.8.8,26963,1016209155,computerworld.com,A,1,1016209155,1,1016261195,0,,77,141,151.101.0.230, 52040, 0
192.168.1.102,8.8.8.8,48387,12870234,it.businessinsider.com,AAAA,1,12870234,1,12947672,0,,82,166,, 77438, 0
192.168.1.102,8.8.8.8,28047,1014524254,a1768.b.akamai.net,AAAA,1,1014524254,1,1014599908,0,,78,139,, 75654, 0
192.168.1.102,8.8.8.8,10364,321685151,cdn.optimizely.com,A,1,321685151,1,321771489,0,,78,94,23.198.172.193, 86338, 0
192.168.1.102,8.8.8.8,47967,11749649,uk.businessinsider.com,A,1,11749649,1,11810022,0,,82,146,151.101.0.68, 60373, 0
192.168.1.102,8.8.8.8,48604,356664572,prod.f.ssl.global.fastly.net,A,1,356664572,1,356723125,0,,88,152,151.101.0.64, 58553, 0
192.168.1.102,8.8.8.8,45319,1250673652,ocsp.comodoca.com,AAAA,1,1250673652,1,1250736786,0,,77,105,2a02:1788:2fd::b2ff:5301, 63134, 0
192.168.1.102,8.8.8.8,57614,926577974,www.facebook.com,A,1,926577974,1,926669739,1,star-mini.c10r.facebook.com,76,121,31.13.77.36, 91765, 0
192.168.1.102,8.8.8.8,51059,127008181,adchoices-pref-mgr-elb-vpc-422659088.us-east-1.elb.amazonaws.com,AAAA,1,127008181,1,127103142,0,,124,206,, 94961, 0
192.168.1.102,8.8.8.8,37844,1324962807,nytimes.map.fastly.net,AAAA,1,1324962807,1,1325015352,0,,82,143,, 52545, 0
192.168.1.102,8.8.8.8,58031,528873073,z-m.c10r.facebook.com,AAAA,1,528873073,1,528959986,0,,81,109,2a03:2880:f122:84:face:b00c:0:14c9, 86913, 0
192.168.1.102,8.8.8.8,1878,1402301666,magazine.joins.com,A,1,1402301666,1,1402392071,0,,78,94,218.145.68.187, 90405, 0
192.168.1.102,8.8.8.8,46449,1572770789,d3lnso1ag1sznl.cloudfront.net,AAAA,1,1572770789,1,1572838625,0,,89,170,, 67836, 0
192.168.1.102,8.8.8.8,6946,60619443,detectportal.firefox.com,A,1,60619443,1,60697989,1,d2tpbry8f62bv9.cloudfront.net,84,255,52.85.77.217, 78546, 0
192.168.1.102,8.8.8.8,53780,540260412,external-sea1-1.xx.fbcdn.net,A,1,540260412,1,540346827,1,scontent-sea1-1.xx.fbcdn.net,88,134,31.13.76.107, 86415, 0
192.168.1.102,8.8.8.8,40046,7610004,plus.l.google.com,A,1,7610004,1,7676878,0,,77,269,172.56.146.18, 66874, 0
192.168.1.102,8.8.8.8,36060,7016381,cdn.tinypass.com,A,1,7016381,1,7115116,0,,76,108,104.20.30.2, 98735, 0
192.168.1.102,8.8.8.8,39993,220173717,t.co,A,1,220173717,1,220247380,0,,64,96,199.59.148.12, 73663, 0
192.168.1.102,8.8.8.8,47668,1020201494,nytimes.map.fastly.net,AAAA,1,1020201494,1,1020260653,0,,82,143,, 59159, 0
192.168.1.102,8.8.8.8,25873,1398359725,tiles.graphiq.com,A,2,1398452574,2,1398461981,0,,77,109,104.16.61.7, 102256, 92849
192.168.1.102,8.8.8.8,57432,1576137569,rscdn.cxense.com,A,1,1576137569,1,1576211731,0,,76,204,52.84.21.113, 74162, 0
192.168.1.102,8.8.8.8,50074,515757547,z-m.c10r.facebook.com,AAAA,1,515757547,1,515849583,0,,81,109,2a03:2880:f122:84:face:b00c:0:14c9, 92036, 0
192.168.1.102,8.8.8.8,64659,1579341570,a2000.dscf1.akamai.net,A,2,1579435702,2,1579476162,0,,82,114,165.254.26.155, 134592, 94132
192.168.1.102,8.8.8.8,25069,477061811,prod.k.ssl.global.fastlylb.net,A,1,477061811,1,477139379,0,,90,154,151.101.0.69, 77568, 0
192.168.1.102,8.8.8.8,2058,1257607732,twitter.com,AAAA,1,1257607732,1,1257676905,0,,71,143,, 69173, 0
192.168.1.102,8.8.8.8,19013,1442421993,e10883.g.akamaiedge.net,AAAA,1,1442421993,1,1442493410,0,,83,144,, 71417, 0
192.168.1.102,8.8.8.8,41518,881447453,www.facebook.com,A,1,881447453,1,881523787,1,star-mini.c10r.facebook.com,76,121,31.13.77.36, 76334, 0
192.168.1.102,8.8.8.8,41493,347038962,e5799.g.akamaiedge.net,AAAA,1,347038962,1,347113773,0,,82,143,, 74811, 0
192.168.1.102,8.8.8.8,60310,599777954,scontent-sea1-1.xx.fbcdn.net,AAAA,1,599777954,1,599866688,0,,88,116,2a03:2880:f001:b:face:b00c:0:3, 88734, 0
192.168.1.102,8.8.8.8,29996,120511325,an.facebook.com,A,1,120511325,1,120568405,1,star.c10r.facebook.com,75,115,31.13.77.6, 57080, 0
192.168.1.102,8.8.8.8,52366,119970139,pagead.l.doubleclick.net,A,1,119970139,1,120041983,0,,84,100,216.58.216.130, 71844, 0
192.168.1.102,8.8.8.8,53816,9538392,s0-2mdn-net.l.google.com,AAAA,1,9538392,1,9627351,0,,84,112,2607:f8b0:400a:800::2006, 88959, 0
192.168.1.102,8.8.8.8,19580,1337764987,cds.p2r4b5i7.hwcdn.net,A,1,1337764987,1,1337852863,0,,82,114,205.185.216.42, 87876, 0
192.168.1.102,8.8.8.8,19892,11275817,www.careerbuilder.com.cdn.cloudflare.net,A,1,11275817,1,11330833,0,,100,132,104.20.19.4, 55016, 0
192.168.1.102,8.8.8.8,15850,1323542005,foreignpolicy.com,AAAA,1,1323542005,1,1323621992,0,,77,138,, 79987, 0
192.168.1.102,8.8.8.8,18772,1413674266,nytimes.map.fastly.net,AAAA,1,1413674266,1,1413733535,0,,82,143,, 59269, 0
192.168.1.102,8.8.8.8,20114,219825686,npr.cloudapp.net,A,1,219825686,1,219904082,0,,76,92,191.234.37.44, 78396, 0
192.168.1.102,8.8.8.8,43673,750620535,e10883.g.akamaiedge.net,AAAA,1,750620535,1,750685885,0,,83,144,, 65350, 0
192.168.1.102,8.8.8.8,8350,12960819,www4.l.google.com,A,1,12960819,1,13031289,0,,77,269,172.56.146.31, 70470, 0
192.168.1.102,8.8.8.8,62709,1575827,snippets.cdn.mozilla.net,A,1,1575827,1,1675836,1,drcwo519tnci7.cloudfront.net,84,139,52.84.17.60, 100009, 0
192.168.1.102,8.8.8.8,57497,1403971831,wlb2.ads.stickyadstv.com.akadns.net,AAAA,1,1403971831,1,1404060214,0,,95,161,, 88383, 0
192.168.1.102,8.8.8.8,35149,515681408,z-m.c10r.facebook.com,A,1,515681408,1,515756728,0,,81,97,31.13.77.37, 75320, 0
192.168.1.102,8.8.8.8,24962,1396602133,gs1.wac.v3cdn.net,A,1,1396602133,1,1396674090,0,,77,93,93.184.216.229, 71957, 0
192.168.1.102,8.8.8.8,63365,1170266887,laht.com,A,2,1170349141,2,1170355799,0,,68,84,65.98.23.242, 88912, 82254
192.168.1.102,8.8.8.8,43343,7122366,secure-us.imrworldwide.com,A,1,7122366,1,7185013,0,,86,102,138.108.7.20, 62647, 0
192.168.1.102,8.8.8.8,32005,7248792,secure-us.imrworldwide.com,A,1,7248792,1,7309867,0,,86,102,138.108.7.20, 61075, 0
192.168.1.102,8.8.8.8,65398,7310495,secure-us.imrworldwide.com,AAAA,1,7310495,1,7388211,0,,86,86,, 77716, 0
192.168.1.102,8.8.8.8,28152,29029474,secure-us.imrworldwide.com,A,1,29029474,1,29088200,0,,86,102,138.108.7.20, 58726, 0
192.168.1.102,8.8.8.8,46762,29089078,secure-us.imrworldwide.com,AAAA,1,29089078,1,29166218,0,,86,86,, 77140, 0
192.168.1.102,8.8.8.8,52052,121645712,secure-us.imrworldwide.com,A,1,121645712,1,121724064,0,,86,102,138.108.7.20, 78352, 0
192.168.1.102,8.8.8.8,35364,121725119,secure-us.imrworldwide.com,AAAA,1,121725119,1,121800826,0,,86,86,, 75707, 0
192.168.1.102,8.8.8.8,65021,181815855,secure-us.imrworldwide.com,A,1,181815855,1,181928700,0,,86,102,138.108.7.20, 112845, 0
192.168.1.102,8.8.8.8,63965,181929565,secure-us.imrworldwide.com,AAAA,1,181929565,1,181993374,0,,86,86,, 63809, 0
192.168.1.102,8.8.8.8,20489,11051270,www.reutersmedia.net,A,1,11051270,1,11124700,0,,80,208,52.84.21.195, 73430, 0
192.168.1.102,8.8.8.8,63757,11125286,www.reutersmedia.net,AAAA,1,11125286,1,11181691,0,,80,161,, 56405, 0
192.168.1.102,8.8.8.8,43327,97140045,www.reutersmedia.net,A,2,97295745,2,97311297,0,,80,208,52.84.21.34, 171252, 155700
192.168.1.102,8.8.8.8,39257,97311840,www.reutersmedia.net,AAAA,1,97311840,1,97460610,0,,80,161,, 148770, 0
192.168.1.102,8.8.8.8,30019,220265830,www.reutersmedia.net,A,1,220265830,1,220363272,0,,80,208,52.84.21.195, 97442, 0
192.168.1.102,8.8.8.8,8199,220307499,secure-us.imrworldwide.com,A,1,220307499,1,220384207,0,,86,102,138.108.7.20, 76708, 0
192.168.1.102,8.8.8.8,13507,220363892,www.reutersmedia.net,AAAA,1,220363892,1,220444235,0,,80,161,, 80343, 0
